train_fraction,classifier,n_folds_used,mean_top1_accuracy,std_top1_accuracy,mean_top2_accuracy,std_top2_accuracy,mean_top3_accuracy,std_top3_accuracy,mean_f1_macro,std_f1_macro,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_specificity_macro,std_specificity_macro,mean_balanced_accuracy,std_balanced_accuracy
0.1,Logistic Regression,50,0.7881156203672026,0.01001717992189936,0.8796584131599954,0.009271241765168622,0.9160189160679667,0.007614874339583631,0.7901282914199674,0.009631858703423788,0.788860279562672,0.009784933054800176,0.7978136196799636,0.009642944851177624,0.7892191304347825,0.009711630668634664,0.9956749498354553,0.00020446149479471181,0.7892191304347825,0.009711630668634664
0.1,k-Nearest Neighbours,50,0.7341145227505987,0.012678361796554833,0.8265354801003535,0.010088726458835183,0.8636051716273235,0.009562246157595081,0.7361248106972786,0.011378591652221172,0.735266914592993,0.011290433712976002,0.7527080873471391,0.010957489298730375,0.735530579710145,0.011646620788708328,0.9946042464548879,0.00023603576267084515,0.735530579710145,0.011646620788708328
0.3,Logistic Regression,50,0.8166542720034953,0.006535077417076807,0.899729845414964,0.005025465084655494,0.9310414382241597,0.004069106508198011,0.8183928014181862,0.006437572681390313,0.81743447913315,0.006452779387790694,0.8217012292589745,0.006427640715846108,0.8173228973072149,0.006583362388342671,0.9962574777719577,0.00013340994268819188,0.8173228973072149,0.006583362388342671
0.3,k-Nearest Neighbours,50,0.7878858709546186,0.007686972765596391,0.8661282206534979,0.006258465035195859,0.8959319259137898,0.005915502697133562,0.7901510900827766,0.007357651672736905,0.7890075029625829,0.0073104763739789275,0.7981991020869988,0.007068582003327187,0.7895160433867574,0.007488714659666452,0.9956934838188265,0.00015099731577032866,0.7895160433867574,0.007488714659666452
0.5,Logistic Regression,50,0.8252177312056799,0.005603727019129942,0.9050368082918088,0.00450364090437935,0.9354162519907578,0.0036193087499770057,0.8269126631841366,0.005530912896394153,0.8259096074164475,0.005507890575520752,0.829116283577278,0.00546412527240423,0.8259906582633053,0.005662909062020572,0.9964322742698017,0.00011438025175707855,0.8259906582633053,0.005662909062020572
0.5,k-Nearest Neighbours,50,0.8085510793539546,0.004786423512216407,0.8812808320299034,0.0043072567384266685,0.9078725271156164,0.003496445472907707,0.8107306313175237,0.005015148751101688,0.8096426958347209,0.004988890825786786,0.8165083929699783,0.005049552136186061,0.8102901340536215,0.004949864716858282,0.9961160613508325,9.940018514480119e-05,0.8102901340536215,0.004949864716858282
0.7,Logistic Regression,50,0.8290884977091874,0.003435708234415259,0.9082228116710875,0.002714867816856811,0.9378225223052808,0.002139299702186728,0.8306918599349724,0.0033735699291742023,0.8297138631397897,0.00341582912923524,0.8325731956308025,0.0034677691138515366,0.8298409044534242,0.0033940185319636723,0.9965112884901253,7.013452054724682e-05,0.8298409044534242,0.0033940185319636723
0.7,k-Nearest Neighbours,50,0.8209307933445865,0.004064316705019831,0.8902266698818423,0.003647392073551031,0.9147793585724621,0.0032604820717747076,0.8235448138096659,0.0038798556907647737,0.8223963760659586,0.003945315182470349,0.8281691415844094,0.003853619313584061,0.8231168053006155,0.003839141132439813,0.996375903566906,7.998340600979668e-05,0.8231168053006155,0.003839141132439813
1.0,Logistic Regression,50,0.833103789303724,0.003384345458213754,0.9113193022382877,0.0026589993975761977,0.9405728924152439,0.0020476323954199903,0.8345851930275059,0.0032762079513674078,0.833593253012389,0.003299846761160184,0.8359270516855404,0.003229444443015895,0.8338986811970183,0.003364221686256113,0.996593248409517,6.908159598880954e-05,0.8338986811970183,0.003364221686256113
1.0,k-Nearest Neighbours,50,0.8336523636470148,0.003329596323463996,0.8992539555955313,0.002744907858854667,0.9221170212456782,0.0024732623670907427,0.836228997260502,0.0031540234579186715,0.8351469976662043,0.0031276082697713863,0.8397247925863693,0.003087499873988047,0.836041661015094,0.0031261872573349215,0.9966383020369253,6.347742157272369e-05,0.836041661015094,0.0031261872573349215
